562,Matt,Garza,7,4.50,1.43,90,"",490063
567,Derek,Holland,6,4.75,1.38,90,"",502706
568,Alec,Asher,4,3.84,1.28,45,"",594742
569,Tony,Cingrani,"",4.43,1.46,54,7,571561
575,Carlos,Estevez,"",4.50,1.34,64,2,608032
577,Jake,McGee,"",4.15,1.38,47,3,459429
578,Phil,Hughes,6,4.67,1.39,90,"",461833
580,Chris,Young,"",4.28,1.34,60,0,432934
581,Anibal,Sanchez,5,4.60,1.38,70,"",434671
584,A.J.,Cole,3,4.50,1.36,75,"",595918
585,Andrew,Bailey,"",4.74,1.34,31,7,457732
587,Reynaldo,Lopez,4,4.50,1.43,75,"",625643
588,Ty,Blach,5,4.25,1.43,77,"",621389
591,Rubby,De,4,4.35,1.35,52,"",523989
592,Jonathan,Papelbon,"",4.11,1.26,38,1,449097
595,Tommy,Milone,5,4.40,1.40,64,"",543548
597,Josh,Hader,3,4.37,1.43,72,"",623352
602,Amir,Garrett,4,4.43,1.38,55,"",607237
603,John,Gant,"",4.30,1.24,47,0,607231
605,Tim,Adleman,5,4.55,1.36,60,"",534947
606,Homer,Bailey,4,4.37,1.39,55,"",456701
610,Drew,Hutchison,"",4.74,1.38,71,0,571800
613,Charlie,Morton,6,4.50,1.48,90,"",450203
614,Brent,Honeywell,3,4.05,1.30,36,"",641703
624,Brandon,McCarthy,3,4.37,1.31,48,"",435221
628,Wade,LeBlanc,"",4.33,1.31,40,0,453281
630,Daniel,Wright,3,4.68,1.36,60,"",642229
631,Jorge,De,3,4.20,1.40,48,"",407822
634,Jonathon,Niese,3,4.37,1.39,52,"",477003
636,Tyler,Wilson,3,4.24,1.36,45,"",592869
638,Cody,Reed,3,4.50,1.42,50,"",642003
640,Mike,Dunn,"",4.34,1.41,52,0,445197
641,Luis,Cessa,3,4.76,1.33,57,"",570666
642,Henderson,Alvarez,4,4.24,1.35,40,"",506693
645,Bud,Norris,4,4.63,1.46,53,"",502032
646,Jake,Diekman,"",4.13,1.29,26,0,518617
648,Dillon,Gee,"",4.50,1.35,36,0,518716
653,Steven,Brault,3,4.56,1.45,60,"",643230
654,Brett,Anderson,2,4.05,1.25,25,"",474463
655,Zack,Godley,"",4.76,1.41,54,0,643327
661,Brad,Peacock,2,4.40,1.38,38,"",502748
662,Yohander,Mendez,2,4.42,1.40,45,"",622795
663,Kevin,Jepsen,"",4.40,1.49,36,2,448178
665,Mike,Wright,3,4.76,1.40,50,"",605541
667,Jake,Thompson,5,4.59,1.53,69,"",622097
673,Aaron,Blair,3,4.50,1.43,42,"",594760
676,Jeff,Locke,4,4.68,1.44,63,"",502046
677,Raul,Alcantara,3,4.80,1.37,39,"",593417
678,Matt,Cain,4,5.14,1.47,56,"",430912
679,Francis,Martes,2,4.40,1.42,37,"",642564
681,Brock,Stewart,2,4.40,1.37,32,"",592779
688,Mat,Latos,3,4.68,1.42,35,"",502009
691,Paul,Clemens,4,4.61,1.51,56,"",518560
693,Kris,Medlen,1,4.37,1.31,30,"",450665
694,Jarred,Cosart,4,4.61,1.48,50,"",543054
696,Zach,Neal,"",4.18,1.32,27,0,594943
701,Trevor,Williams,"",4.70,1.41,36,0,592866
710,Jeff,Hoffman,5,5.07,1.52,80,"",656546
712,Jose,Urena,"",4.58,1.40,34,0,570632
716,Adam,Morgan,2,5.00,1.42,36,"",605388
718,Ryan,Vogelsong,3,4.80,1.48,41,"",285064
719,Zach,Eflin,3,4.50,1.43,30,"",621107
720,Edwin,Jackson,2,4.80,1.47,35,"",429719
724,Justin,Nicolino,3,4.50,1.43,35,"",592593
726,Carson,Fulmer,"",5.26,1.49,60,0,608334
729,Sean,Newcomb,1,4.68,1.48,26,"",656794
734,Williams,Perez,2,4.95,1.43,26,"",554234
735,Cody,Anderson,"",4.80,1.33,20,0,594736
736,Taylor,Jungmann,1,4.73,1.48,33,"",543380
743,Joel,De,"",4.80,1.40,20,0,503444
745,Tyler,Beede,1,4.68,1.52,20,"",595881
752,John,Lamb,1,5.40,1.53,28,"",543424
756,Bryan,Mitchell,2,4.50,1.58,22,"",571951
762,Lucas,Harrell,1,4.80,1.53,33,"",449173
779,Mike,Pelfrey,5,4.95,1.58,50,"",460059
793,Tyrell,Jenkins,1,5.40,1.62,30,"",592433
821,C.J.,Wilson,--,-.--,-.--,--,"",450351
822,Alex,Reyes,"",-.--,-.--,--,--,621052
